,MeanWaitingTime,CustomerCount,Servers
0,2.4862674392418347,5000.0,1.0
1,4.878873758584109,5000.0,1.0
2,2.6390308002698686,5000.0,1.0
3,3.491916178369016,5000.0,1.0
4,3.2260642264821993,5000.0,1.0
5,3.5726270872280175,5000.0,1.0
6,3.31123642602588,5000.0,1.0
7,3.56720154875515,5000.0,1.0
8,3.242627319924275,5000.0,1.0
9,5.319027718434207,5000.0,1.0
10,6.646529738773441,5000.0,1.0
11,2.6482368808856327,5000.0,1.0
12,4.621998262561635,5000.0,1.0
13,2.58410257120721,5000.0,1.0
14,2.9858413609119525,5000.0,1.0
15,2.855973620667145,5000.0,1.0
16,3.3907846546288813,5000.0,1.0
17,2.7564695332462805,5000.0,1.0
18,2.1919305468385755,5000.0,1.0
19,3.6382921328977855,5000.0,1.0
20,2.393459981448087,5000.0,1.0
21,2.690686840416475,5000.0,1.0
22,3.5706993858251757,5000.0,1.0
23,3.628634681073381,5000.0,1.0
24,3.0091033564633745,5000.0,1.0
25,2.5882283892702906,5000.0,1.0
26,2.7086786090208332,5000.0,1.0
27,3.6482999059648216,5000.0,1.0
28,2.6707945774707733,5000.0,1.0
29,3.3179139548166057,5000.0,1.0
30,4.194489896095873,5000.0,1.0
31,2.494281043524871,5000.0,1.0
32,3.73380835893107,5000.0,1.0
33,3.5095942343082833,5000.0,1.0
34,2.4805105191804135,5000.0,1.0
35,2.437979587606513,5000.0,1.0
36,4.1472809183414885,5000.0,1.0
37,2.3724533941881685,5000.0,1.0
38,2.7415203961968966,5000.0,1.0
39,3.2594300521878776,5000.0,1.0
40,2.931647601511993,5000.0,1.0
41,2.513487443149674,5000.0,1.0
42,3.051732765076233,5000.0,1.0
43,3.8812224884588713,5000.0,1.0
44,3.4866248790944163,5000.0,1.0
45,3.89223446016464,5000.0,1.0
46,3.3256677141438713,5000.0,1.0
47,2.788285264757173,5000.0,1.0
48,3.1089698530266685,5000.0,1.0
49,3.7446813139487007,5000.0,1.0
50,2.534877957729309,5000.0,1.0
51,3.149897629023243,5000.0,1.0
52,3.902211422613928,5000.0,1.0
53,3.572400792077356,5000.0,1.0
54,2.388820269984689,5000.0,1.0
55,3.86441400530029,5000.0,1.0
56,3.918090209937092,5000.0,1.0
57,2.8140450915866326,5000.0,1.0
58,3.5112344306257124,5000.0,1.0
59,3.3825167499227464,5000.0,1.0
60,2.890399820753805,5000.0,1.0
61,3.070940330599333,5000.0,1.0
62,3.9751992071528397,5000.0,1.0
63,2.536818274799437,5000.0,1.0
64,2.9331591077515955,5000.0,1.0
65,4.501872702962541,5000.0,1.0
66,3.5062666250787218,5000.0,1.0
67,4.61813101642333,5000.0,1.0
68,4.40446745917187,5000.0,1.0
69,2.9757207328402036,5000.0,1.0
70,3.7910393613200735,5000.0,1.0
71,7.927224260215731,5000.0,1.0
72,2.9724608860953174,5000.0,1.0
73,2.913110319733042,5000.0,1.0
74,4.655963300312974,5000.0,1.0
75,3.171815619338665,5000.0,1.0
76,3.664454900606678,5000.0,1.0
77,3.284056117456853,5000.0,1.0
78,3.9500215842071675,5000.0,1.0
79,4.754548857391488,5000.0,1.0
80,3.744175615649931,5000.0,1.0
81,4.199474833901399,5000.0,1.0
82,4.296031277226277,5000.0,1.0
83,3.4245779230019426,5000.0,1.0
84,3.5271877578901796,5000.0,1.0
85,3.1190850554471066,5000.0,1.0
86,3.5917896646946783,5000.0,1.0
87,2.9899149448668902,5000.0,1.0
88,3.5920128977782304,5000.0,1.0
89,3.782834939641072,5000.0,1.0
90,3.324153378322325,5000.0,1.0
91,2.826035726757958,5000.0,1.0
92,4.498146864212918,5000.0,1.0
93,3.31659708256426,5000.0,1.0
94,3.597663721526136,5000.0,1.0
95,3.8146770837619393,5000.0,1.0
96,2.766811556645806,5000.0,1.0
97,2.711441676961934,5000.0,1.0
98,3.9401090927410785,5000.0,1.0
99,2.521057459403705,5000.0,1.0
100,3.119533747238325,5000.0,1.0
101,4.0394417227440265,5000.0,1.0
102,4.325347599085737,5000.0,1.0
103,2.060062466032391,5000.0,1.0
104,4.504724032933229,5000.0,1.0
105,3.0211236432150543,5000.0,1.0
106,2.7539199824559537,5000.0,1.0
107,3.525751440798222,5000.0,1.0
108,2.8288310310765983,5000.0,1.0
109,2.8652364452221373,5000.0,1.0
110,2.51946757389446,5000.0,1.0
111,4.287834880379468,5000.0,1.0
112,2.49335427548724,5000.0,1.0
113,2.9279466712745963,5000.0,1.0
114,2.7303158278134796,5000.0,1.0
115,2.5103293415735264,5000.0,1.0
116,2.6230850200637277,5000.0,1.0
117,2.475808847342279,5000.0,1.0
118,3.1654442463238315,5000.0,1.0
119,5.290847655085461,5000.0,1.0
120,3.2186137671851225,5000.0,1.0
121,3.7168781451474393,5000.0,1.0
122,2.645749788121285,5000.0,1.0
123,3.348424623760493,5000.0,1.0
124,3.584077490442851,5000.0,1.0
125,2.632164507346364,5000.0,1.0
126,3.566382775989783,5000.0,1.0
127,7.428460838909011,5000.0,1.0
128,3.8304031172188706,5000.0,1.0
129,2.8266986994033605,5000.0,1.0
130,4.070931480137536,5000.0,1.0
131,4.927991977353105,5000.0,1.0
132,2.754960662174462,5000.0,1.0
133,2.6953136384360574,5000.0,1.0
134,2.5040386590365475,5000.0,1.0
135,3.46532832374463,5000.0,1.0
136,4.3607887443078335,5000.0,1.0
137,4.276285235203394,5000.0,1.0
138,4.784029004940429,5000.0,1.0
139,2.9302432623236876,5000.0,1.0
140,2.7454919219682865,5000.0,1.0
141,4.432413935203637,5000.0,1.0
142,5.026638493785807,5000.0,1.0
143,2.2817757490786277,5000.0,1.0
144,2.8647365658744244,5000.0,1.0
145,2.9768740894014596,5000.0,1.0
146,2.218447468436724,5000.0,1.0
147,3.8170836701241906,5000.0,1.0
148,3.4064236235559,5000.0,1.0
149,2.76446428997553,5000.0,1.0
150,2.6516818194302543,5000.0,1.0
151,3.2948061298927716,5000.0,1.0
152,2.5042860103128333,5000.0,1.0
153,4.245432154264282,5000.0,1.0
154,5.667091709465496,5000.0,1.0
155,5.381925247387821,5000.0,1.0
156,4.260206979894956,5000.0,1.0
157,2.084925366489689,5000.0,1.0
158,3.0086241377942353,5000.0,1.0
159,6.16288916804936,5000.0,1.0
160,3.474006494380921,5000.0,1.0
161,4.351882719866965,5000.0,1.0
162,3.583384278931323,5000.0,1.0
163,3.029066456224684,5000.0,1.0
164,2.4492117178364525,5000.0,1.0
165,3.3581428714251684,5000.0,1.0
166,3.724458996254008,5000.0,1.0
167,2.7871753462989237,5000.0,1.0
168,3.1273596503156824,5000.0,1.0
169,4.047850229271972,5000.0,1.0
170,2.7308379486556027,5000.0,1.0
171,3.5170949924987918,5000.0,1.0
172,2.823921248264702,5000.0,1.0
173,5.2934574973935264,5000.0,1.0
174,3.391140784576383,5000.0,1.0
175,4.464739094288153,5000.0,1.0
176,2.9090100672625065,5000.0,1.0
177,3.5835194344091934,5000.0,1.0
178,3.1479757512272672,5000.0,1.0
179,3.0272951908349177,5000.0,1.0
180,2.0912198241880606,5000.0,1.0
181,3.3676418394821797,5000.0,1.0
182,2.2544712838208323,5000.0,1.0
183,5.054035837730668,5000.0,1.0
184,4.20462576133788,5000.0,1.0
185,4.721201304657472,5000.0,1.0
186,3.0267041248314293,5000.0,1.0
187,6.025944226089126,5000.0,1.0
188,3.8376983941562086,5000.0,1.0
189,4.408474528812396,5000.0,1.0
190,2.8117458044421584,5000.0,1.0
191,2.3608587207292926,5000.0,1.0
192,3.787466511932356,5000.0,1.0
193,4.58753145651399,5000.0,1.0
194,3.601293466859762,5000.0,1.0
195,5.207245825589389,5000.0,1.0
196,3.682782290844931,5000.0,1.0
197,4.913266361027275,5000.0,1.0
198,2.740534925074935,5000.0,1.0
199,4.376240928941209,5000.0,1.0
200,2.8313787419365104,5000.0,1.0
201,3.466377214275807,5000.0,1.0
202,3.384533006125994,5000.0,1.0
203,3.276422475089186,5000.0,1.0
204,3.555580648225866,5000.0,1.0
205,3.0205886667070403,5000.0,1.0
206,2.5183677722390696,5000.0,1.0
207,2.6983882549587075,5000.0,1.0
208,2.824825032078682,5000.0,1.0
209,3.602350824605345,5000.0,1.0
210,2.946714348630939,5000.0,1.0
211,2.4373455691679524,5000.0,1.0
212,2.6866531388531434,5000.0,1.0
213,5.9944781851634605,5000.0,1.0
214,3.4719720783812518,5000.0,1.0
215,3.245287815673735,5000.0,1.0
216,6.268108392330504,5000.0,1.0
217,2.843941648857421,5000.0,1.0
218,2.3875354942429183,5000.0,1.0
219,3.354524952875522,5000.0,1.0
220,3.2938387777409983,5000.0,1.0
221,3.082482624623378,5000.0,1.0
222,4.381219765702957,5000.0,1.0
223,4.738254314395824,5000.0,1.0
224,2.9814406876174155,5000.0,1.0
225,3.606671742481468,5000.0,1.0
226,3.8749626899548297,5000.0,1.0
227,2.989374669397547,5000.0,1.0
228,3.726730580990869,5000.0,1.0
229,3.603489361602477,5000.0,1.0
230,6.736218910221246,5000.0,1.0
231,3.1174171407873392,5000.0,1.0
232,3.0926260600831164,5000.0,1.0
233,2.975713901384213,5000.0,1.0
234,4.146208382250345,5000.0,1.0
235,3.655713131633878,5000.0,1.0
236,3.1898651176365043,5000.0,1.0
237,3.754818190851037,5000.0,1.0
238,6.094605309833539,5000.0,1.0
239,2.7182184167781323,5000.0,1.0
240,4.348015727060303,5000.0,1.0
241,2.5586638585511547,5000.0,1.0
242,3.029057172274439,5000.0,1.0
243,3.965384560565588,5000.0,1.0
244,3.642064627317102,5000.0,1.0
245,4.814437901196142,5000.0,1.0
246,2.931368345519278,5000.0,1.0
247,3.231948866794098,5000.0,1.0
248,3.247973446573424,5000.0,1.0
249,5.659415389810606,5000.0,1.0
250,3.241187391200242,5000.0,1.0
251,7.360761437182543,5000.0,1.0
252,2.5905690726270323,5000.0,1.0
253,2.4685387694563823,5000.0,1.0
254,5.780144976989957,5000.0,1.0
255,3.189979940449712,5000.0,1.0
256,3.6924550707515373,5000.0,1.0
257,3.4866832000450407,5000.0,1.0
258,5.484578039407981,5000.0,1.0
259,3.522899036617315,5000.0,1.0
260,2.520235856532199,5000.0,1.0
261,7.180602696420262,5000.0,1.0
262,3.1808230944091846,5000.0,1.0
263,2.9790653462259074,5000.0,1.0
264,2.763251999251949,5000.0,1.0
265,2.8041724118321887,5000.0,1.0
266,3.322184568744547,5000.0,1.0
267,2.9963715068830337,5000.0,1.0
268,3.537394047069791,5000.0,1.0
269,3.638185169688532,5000.0,1.0
270,3.6856798248181155,5000.0,1.0
271,5.209876796000632,5000.0,1.0
272,2.9565481487963234,5000.0,1.0
273,3.7035801593587117,5000.0,1.0
274,2.749436562477317,5000.0,1.0
275,4.200547425437031,5000.0,1.0
276,2.9995409036032874,5000.0,1.0
277,2.3443646769811965,5000.0,1.0
278,3.2816794807943412,5000.0,1.0
279,3.7567408077091766,5000.0,1.0
280,3.707731446231206,5000.0,1.0
281,4.45320173407814,5000.0,1.0
282,2.7276875293720253,5000.0,1.0
283,4.085753111640227,5000.0,1.0
284,3.377645996176354,5000.0,1.0
285,3.2445709571049672,5000.0,1.0
286,1.7080776189744353,5000.0,1.0
287,2.419749437741796,5000.0,1.0
288,2.7327704360123093,5000.0,1.0
289,4.003492582803039,5000.0,1.0
290,3.7912848215583623,5000.0,1.0
291,3.758986733311521,5000.0,1.0
292,3.0412051882945117,5000.0,1.0
293,3.5945387634875106,5000.0,1.0
294,2.8390743707145987,5000.0,1.0
295,2.989666756860756,5000.0,1.0
296,5.110367701349917,5000.0,1.0
297,4.1489749662088915,5000.0,1.0
298,2.477618825199031,5000.0,1.0
299,2.6262728763201295,5000.0,1.0
300,4.039702893568403,5000.0,1.0
301,6.178331406012428,5000.0,1.0
302,4.317377220439844,5000.0,1.0
303,4.452928616655688,5000.0,1.0
304,4.316997410263472,5000.0,1.0
305,4.920847486139294,5000.0,1.0
306,5.147637724342033,5000.0,1.0
307,3.2269426194277915,5000.0,1.0
308,3.5441837472556106,5000.0,1.0
309,2.64817655954601,5000.0,1.0
310,3.2468973184144763,5000.0,1.0
311,2.632303361712952,5000.0,1.0
312,3.2656056440968646,5000.0,1.0
313,4.4213469756792625,5000.0,1.0
314,2.530646403762022,5000.0,1.0
315,3.905326434506089,5000.0,1.0
316,4.302480350045689,5000.0,1.0
317,2.5849128831156394,5000.0,1.0
318,4.5636206720670485,5000.0,1.0
319,2.8830628542092924,5000.0,1.0
320,3.9268773758008915,5000.0,1.0
321,4.51790056862578,5000.0,1.0
322,3.666520301173944,5000.0,1.0
323,2.6323685407307615,5000.0,1.0
324,5.718205473294834,5000.0,1.0
325,2.543972819255924,5000.0,1.0
326,4.0169067510896515,5000.0,1.0
327,3.392669969403764,5000.0,1.0
328,2.943290702070999,5000.0,1.0
329,3.3047397415814928,5000.0,1.0
330,3.597856326389879,5000.0,1.0
331,3.6642655576311305,5000.0,1.0
332,4.477724004491877,5000.0,1.0
333,4.5804215149249545,5000.0,1.0
334,3.93568906994703,5000.0,1.0
335,3.6015185215121717,5000.0,1.0
336,3.738389911864686,5000.0,1.0
337,3.2179930751779913,5000.0,1.0
338,2.7673188844203267,5000.0,1.0
339,2.536326044849369,5000.0,1.0
340,4.222296525979172,5000.0,1.0
341,2.862295732189391,5000.0,1.0
342,2.382559266568022,5000.0,1.0
343,4.378467718084524,5000.0,1.0
344,3.3170796484866076,5000.0,1.0
345,4.989808641638368,5000.0,1.0
346,4.701346837308934,5000.0,1.0
347,5.671070663151629,5000.0,1.0
348,4.277543154695736,5000.0,1.0
349,4.092349936640311,5000.0,1.0
350,4.114407234363288,5000.0,1.0
351,3.826835980412326,5000.0,1.0
