,MeanWaitingTime,CustomerCount,Servers,b_distribution
0,3.428758465385862,5000,1,F
1,4.627979893498357,5000,1,F
2,3.6840951427653366,5000,1,F
3,3.7050400626460336,5000,1,F
4,3.8992498822136783,5000,1,F
5,4.5931298002826235,5000,1,F
6,2.8034971714751737,5000,1,F
7,4.699309995918379,5000,1,F
8,3.570088462172978,5000,1,F
9,5.40004218154082,5000,1,F
10,3.247525960390758,5000,1,F
11,1.982920771326044,5000,1,F
12,4.285312892892274,5000,1,F
13,5.26362660966697,5000,1,F
14,4.131250501742045,5000,1,F
15,2.6297628530718185,5000,1,F
16,3.299886575598753,5000,1,F
17,3.3686322829058364,5000,1,F
18,3.13462732871544,5000,1,F
19,5.430680602658873,5000,1,F
20,3.0653981793977065,5000,1,F
21,3.605741657691711,5000,1,F
22,5.199545438853953,5000,1,F
23,3.251390851962686,5000,1,F
24,2.786182492907119,5000,1,F
25,2.8151105193291404,5000,1,F
26,4.366771135349434,5000,1,F
27,4.146374416190743,5000,1,F
28,4.359100625102156,5000,1,F
29,3.567436863334297,5000,1,F
30,3.7410786736444273,5000,1,F
31,3.5872930534408902,5000,1,F
32,3.8851128366354866,5000,1,F
33,5.115573193625032,5000,1,F
34,4.254026440779408,5000,1,F
35,4.309667490078516,5000,1,F
36,7.305450208893825,5000,1,F
37,3.8736162711752753,5000,1,F
38,2.5074236781322496,5000,1,F
39,3.9813810390175117,5000,1,F
40,2.258367521657856,5000,1,F
41,4.473697043921673,5000,1,F
42,2.7156480203332225,5000,1,F
43,4.275606612474792,5000,1,F
44,5.259742536302234,5000,1,F
45,5.177872471600998,5000,1,F
46,5.174785698088358,5000,1,F
47,5.2920601708538335,5000,1,F
48,3.0719419724820196,5000,1,F
49,3.289116523242992,5000,1,F
50,7.589991606034665,5000,1,F
51,6.299802218288858,5000,1,F
52,3.435276276072169,5000,1,F
53,3.5995753695805615,5000,1,F
54,2.8729382504262264,5000,1,F
55,2.8285223793758894,5000,1,F
56,3.128031829257737,5000,1,F
57,2.966284712415633,5000,1,F
58,4.1413858051533605,5000,1,F
59,5.043860292580922,5000,1,F
60,6.709810740039022,5000,1,F
61,5.2369713478943325,5000,1,F
62,4.791042134267444,5000,1,F
63,2.907394499079399,5000,1,F
64,6.669874948630404,5000,1,F
65,3.851015588091482,5000,1,F
66,4.6771773152999305,5000,1,F
67,4.015564858984985,5000,1,F
68,2.8986528899704624,5000,1,F
69,4.497123784639024,5000,1,F
70,3.4965227106173,5000,1,F
71,3.4303946997614645,5000,1,F
72,4.077012102399628,5000,1,F
73,3.27681205240158,5000,1,F
74,4.755521951538912,5000,1,F
75,4.012990589595487,5000,1,F
76,2.8203174260624375,5000,1,F
77,5.293336290451121,5000,1,F
78,6.014294901056422,5000,1,F
79,4.13047697390947,5000,1,F
80,7.357800849568983,5000,1,F
81,3.7090825365082796,5000,1,F
82,3.449417186246658,5000,1,F
83,4.24189933983644,5000,1,F
84,4.824973648480574,5000,1,F
85,3.6739685208302255,5000,1,F
86,4.636672308852893,5000,1,F
87,4.300900871743569,5000,1,F
88,3.850360378377656,5000,1,F
89,5.388605499667979,5000,1,F
90,3.6325349891277816,5000,1,F
91,3.4634520335225365,5000,1,F
92,3.0230406002133443,5000,1,F
93,2.5754567474852506,5000,1,F
94,3.3585779829411972,5000,1,F
95,3.914611115916614,5000,1,F
96,4.157683854975133,5000,1,F
97,2.9448313586386075,5000,1,F
98,3.805318104386929,5000,1,F
99,9.777291644291953,5000,1,F
100,5.56002249024512,5000,1,F
101,4.237942470581106,5000,1,F
102,4.6753163434313105,5000,1,F
103,6.969996898869056,5000,1,F
104,2.9789575305943705,5000,1,F
105,2.788153359731255,5000,1,F
106,6.05286843859675,5000,1,F
107,3.046627711058046,5000,1,F
108,4.51938498011629,5000,1,F
109,4.792068517905251,5000,1,F
110,4.570670195341781,5000,1,F
111,5.798701451425846,5000,1,F
112,3.6208790916705045,5000,1,F
113,3.5115268631056025,5000,1,F
114,2.9478998517338195,5000,1,F
115,4.426829927234583,5000,1,F
116,5.182110898617146,5000,1,F
117,4.7844595339158635,5000,1,F
118,4.036619851212196,5000,1,F
119,4.413965614779166,5000,1,F
120,3.259783281558681,5000,1,F
121,4.235597760524103,5000,1,F
122,3.7366153609718524,5000,1,F
123,4.709853264087685,5000,1,F
124,4.276477225310171,5000,1,F
125,7.01857831324317,5000,1,F
126,4.018520157117429,5000,1,F
127,2.9371167272942946,5000,1,F
128,5.080557725130869,5000,1,F
129,5.248648740507401,5000,1,F
130,3.4568644209393495,5000,1,F
131,3.8233161730496183,5000,1,F
132,5.902036879064563,5000,1,F
133,4.284094424120191,5000,1,F
134,3.405115560583227,5000,1,F
135,3.3042294309559366,5000,1,F
136,4.27006849845885,5000,1,F
137,2.9459362556350155,5000,1,F
138,3.164442649696359,5000,1,F
139,3.620072188603197,5000,1,F
140,3.364616679830682,5000,1,F
141,6.134062905716522,5000,1,F
142,3.1357816416920627,5000,1,F
143,3.2182468349223092,5000,1,F
144,3.085588319754757,5000,1,F
145,3.515048449311035,5000,1,F
146,5.351744356226784,5000,1,F
147,3.5838995628969363,5000,1,F
148,5.827267813284808,5000,1,F
149,2.177103110624823,5000,1,F
150,4.203493726294527,5000,1,F
151,3.6886215628306744,5000,1,F
152,3.612272174130427,5000,1,F
153,4.174135607609312,5000,1,F
154,3.782323940429202,5000,1,F
155,3.7305621557082764,5000,1,F
156,2.9854003417926296,5000,1,F
157,3.267031600940055,5000,1,F
158,4.129615955065209,5000,1,F
159,2.807310617335623,5000,1,F
160,3.577668213576384,5000,1,F
161,4.374904038839728,5000,1,F
162,3.7229288392398754,5000,1,F
163,5.452991165811773,5000,1,F
164,3.928978850057081,5000,1,F
165,3.316997563958618,5000,1,F
166,3.0213787159086896,5000,1,F
167,3.4441426239768,5000,1,F
168,2.934940457438245,5000,1,F
169,2.9848322075916083,5000,1,F
170,4.104963912852692,5000,1,F
171,4.357057508309249,5000,1,F
172,4.624566150374868,5000,1,F
173,4.791294410822679,5000,1,F
174,3.389554188093137,5000,1,F
175,3.7975047770982577,5000,1,F
176,5.185427822493868,5000,1,F
177,3.4338639970998854,5000,1,F
178,5.053982831443753,5000,1,F
179,3.1303555632926026,5000,1,F
180,4.467560289461827,5000,1,F
181,3.8652010998565913,5000,1,F
182,3.164847843430969,5000,1,F
183,4.969863369473351,5000,1,F
184,3.976388373542401,5000,1,F
185,3.4456784464632686,5000,1,F
186,2.783019736422842,5000,1,F
187,8.244839037544734,5000,1,F
188,4.128205649029474,5000,1,F
189,8.012397478078528,5000,1,F
190,4.773476655324603,5000,1,F
191,4.988160034928992,5000,1,F
192,3.930648867766409,5000,1,F
193,4.137268030180234,5000,1,F
194,4.6349385791322515,5000,1,F
195,2.801535124823179,5000,1,F
196,4.551673417205809,5000,1,F
197,3.6092047561554517,5000,1,F
198,3.663717582763949,5000,1,F
199,4.699593962541455,5000,1,F
200,3.268960800326098,5000,1,F
201,5.145530772764445,5000,1,F
202,3.8915889776387114,5000,1,F
203,3.6094555382755504,5000,1,F
204,3.358666125733583,5000,1,F
205,3.4174172282123516,5000,1,F
206,4.796969927247391,5000,1,F
207,4.203299909290525,5000,1,F
208,6.215057572369772,5000,1,F
209,3.036986262329873,5000,1,F
210,2.3373047891386958,5000,1,F
211,3.2661478398716035,5000,1,F
212,4.02726822335877,5000,1,F
213,2.6698086196354582,5000,1,F
214,3.7633646036667385,5000,1,F
215,4.663353971582284,5000,1,F
216,3.599812222047863,5000,1,F
217,5.972062907891849,5000,1,F
218,2.8470028609252434,5000,1,F
219,5.765387706967254,5000,1,F
220,5.051143689287473,5000,1,F
221,3.4035520276026503,5000,1,F
222,6.278841502198374,5000,1,F
223,4.724628141991576,5000,1,F
224,5.441644641967957,5000,1,F
225,3.456739221900614,5000,1,F
226,6.406052136624457,5000,1,F
227,3.2308127245617158,5000,1,F
228,5.031339399433146,5000,1,F
229,6.160932298123467,5000,1,F
230,2.916890107290065,5000,1,F
231,2.4066204920219234,5000,1,F
232,3.195259152797551,5000,1,F
233,4.8090313896823735,5000,1,F
234,5.019621717244048,5000,1,F
235,4.375703117299984,5000,1,F
236,3.645875653323623,5000,1,F
237,4.28003864974662,5000,1,F
238,3.729234216035011,5000,1,F
239,4.882868764734367,5000,1,F
240,3.9699120374269956,5000,1,F
241,3.254358708222995,5000,1,F
242,3.13145493828204,5000,1,F
243,4.844197718335296,5000,1,F
244,3.8218459336860624,5000,1,F
245,5.3790734059021315,5000,1,F
246,3.3295232436902906,5000,1,F
247,3.7485243039691714,5000,1,F
248,3.830998456114791,5000,1,F
249,3.588997755485757,5000,1,F
250,6.978720737355616,5000,1,F
251,4.070916279714011,5000,1,F
252,3.3040965786859857,5000,1,F
253,2.6915611918320814,5000,1,F
254,2.4765901913918404,5000,1,F
255,3.4096196009988264,5000,1,F
256,3.567841332834067,5000,1,F
257,3.5714860152683796,5000,1,F
258,6.617986364197837,5000,1,F
259,3.3420973950415007,5000,1,F
260,2.5157911808142117,5000,1,F
261,3.907074323194125,5000,1,F
262,4.3755226703891426,5000,1,F
263,4.121441615725149,5000,1,F
264,4.56576764144842,5000,1,F
265,3.6553642220211864,5000,1,F
266,4.109327033624448,5000,1,F
267,2.3071454403466265,5000,1,F
268,3.8320045643835066,5000,1,F
269,4.804948667739248,5000,1,F
270,3.455580482084956,5000,1,F
271,4.243528387213715,5000,1,F
272,5.459173948669115,5000,1,F
273,2.3355828860119114,5000,1,F
274,3.643028782637114,5000,1,F
275,4.24522808901647,5000,1,F
276,3.8889307121973378,5000,1,F
277,3.339852385700334,5000,1,F
278,2.92612421956156,5000,1,F
279,3.4919523137450947,5000,1,F
280,4.306075819505532,5000,1,F
281,4.341786824386325,5000,1,F
282,4.8645729671605835,5000,1,F
283,3.7675064098391964,5000,1,F
284,4.098272761941237,5000,1,F
285,3.9982305366636197,5000,1,F
286,3.386979388278247,5000,1,F
287,6.904208353495687,5000,1,F
288,4.007910347349687,5000,1,F
289,3.840951668027736,5000,1,F
290,7.9383525872648155,5000,1,F
291,3.284734055276363,5000,1,F
292,5.024219583890808,5000,1,F
293,4.107546501606249,5000,1,F
294,4.501171847028228,5000,1,F
295,4.140957332153988,5000,1,F
296,5.7287744324775876,5000,1,F
297,3.2211314648666898,5000,1,F
298,4.149353496933334,5000,1,F
299,4.449323064086124,5000,1,F
300,3.696020575728116,5000,1,F
301,5.338661637452298,5000,1,F
302,3.91615983161529,5000,1,F
303,5.3842153453383075,5000,1,F
304,3.4997558169889804,5000,1,F
305,4.049171327821596,5000,1,F
306,2.516956917063825,5000,1,F
307,4.099494364480991,5000,1,F
308,3.2412680737871,5000,1,F
309,3.0748000662617314,5000,1,F
310,5.146310973972794,5000,1,F
311,3.6605351993847326,5000,1,F
312,4.290819073684454,5000,1,F
313,6.914664890836514,5000,1,F
314,2.966330207650689,5000,1,F
315,3.9056817924923273,5000,1,F
316,4.31014942491298,5000,1,F
317,3.840693292290448,5000,1,F
318,6.045933450390384,5000,1,F
319,6.679013379803248,5000,1,F
320,3.682360777583576,5000,1,F
321,5.9493205724879346,5000,1,F
322,2.612609414036224,5000,1,F
323,3.9618102763759713,5000,1,F
324,4.714921523013508,5000,1,F
325,2.927996307921331,5000,1,F
326,5.407640259959713,5000,1,F
327,3.569080896527361,5000,1,F
328,4.370610436821003,5000,1,F
329,3.7022581066097975,5000,1,F
330,3.4657017954732363,5000,1,F
331,4.347744486158828,5000,1,F
332,3.749654253491556,5000,1,F
333,3.93934201277912,5000,1,F
334,3.734936117032173,5000,1,F
335,7.187372783834279,5000,1,F
336,3.264317299182144,5000,1,F
337,3.678030685168228,5000,1,F
338,3.1524323456587497,5000,1,F
339,3.3889350407611563,5000,1,F
340,5.0872186190250215,5000,1,F
341,3.419254486359393,5000,1,F
342,3.9185797994887697,5000,1,F
343,5.180243528507315,5000,1,F
344,5.608950795960792,5000,1,F
345,3.619819678501277,5000,1,F
346,3.085549940782517,5000,1,F
347,4.078727554285467,5000,1,F
348,5.290151031065552,5000,1,F
349,7.332135319545821,5000,1,F
350,4.116783930358671,5000,1,F
351,4.875206568122,5000,1,F
352,3.2019270876869226,5000,1,F
353,4.352579991039413,5000,1,F
354,2.6524975598633085,5000,1,F
355,5.3912610688600004,5000,1,F
356,4.998684757961907,5000,1,F
357,3.136631231686836,5000,1,F
358,3.6976152990804767,5000,1,F
359,3.9683261052162764,5000,1,F
360,4.663291170596352,5000,1,F
361,7.373440378208596,5000,1,F
362,4.957422371031214,5000,1,F
363,5.441188546909987,5000,1,F
364,4.1922639957255745,5000,1,F
365,4.473901410448549,5000,1,F
366,3.7688710438210764,5000,1,F
367,3.905604970210704,5000,1,F
368,2.1116515540493883,5000,1,F
369,3.8018794797295175,5000,1,F
370,5.102223907727778,5000,1,F
371,3.0241373226430444,5000,1,F
372,3.189274873092782,5000,1,F
373,7.447490912876594,5000,1,F
374,3.9399332862287686,5000,1,F
375,4.604857973734793,5000,1,F
376,3.241876340851221,5000,1,F
377,2.6841439746645976,5000,1,F
378,5.291558476303485,5000,1,F
379,3.8578267702727476,5000,1,F
380,4.925706940826039,5000,1,F
381,3.032731760757562,5000,1,F
382,3.501420147094819,5000,1,F
383,3.3963593297277024,5000,1,F
384,3.2772988249104325,5000,1,F
385,3.216996046248419,5000,1,F
386,3.2600462366492233,5000,1,F
387,3.466252569674048,5000,1,F
388,4.333681638909205,5000,1,F
389,3.630275408837243,5000,1,F
390,4.3076213172512645,5000,1,F
391,3.2166652160781553,5000,1,F
392,3.3083955772509683,5000,1,F
393,3.69300254866037,5000,1,F
394,2.557457572875104,5000,1,F
395,5.044933111573149,5000,1,F
396,4.765957627336914,5000,1,F
397,6.377301440553882,5000,1,F
398,3.5868463114058273,5000,1,F
399,3.536004807111177,5000,1,F
400,3.884130181276746,5000,1,F
401,6.290984573110674,5000,1,F
402,4.072257412302176,5000,1,F
403,3.5292066302425957,5000,1,F
404,4.4578926024793475,5000,1,F
405,4.3445849061335275,5000,1,F
406,2.4799418301232383,5000,1,F
407,5.463536722802627,5000,1,F
408,4.074500975268402,5000,1,F
409,7.027380721731452,5000,1,F
410,5.756881623218619,5000,1,F
411,4.871887391862853,5000,1,F
412,3.712995775523384,5000,1,F
413,4.1841343838355005,5000,1,F
414,5.502334065933752,5000,1,F
415,4.292193404484274,5000,1,F
416,3.4132281407187044,5000,1,F
417,3.210719004888435,5000,1,F
418,3.5444923018826446,5000,1,F
419,4.635595860336129,5000,1,F
420,3.3629869333194833,5000,1,F
421,3.098716582300438,5000,1,F
422,4.951188980580939,5000,1,F
423,3.056983271203797,5000,1,F
424,2.633285087899539,5000,1,F
425,4.043317379417966,5000,1,F
426,3.358251635713455,5000,1,F
427,3.407668359720011,5000,1,F
428,4.450922322314283,5000,1,F
429,2.669581182432659,5000,1,F
430,2.496364254047498,5000,1,F
431,3.9827469745361888,5000,1,F
432,3.4511007656774817,5000,1,F
433,3.260773128422943,5000,1,F
434,4.714465003907177,5000,1,F
435,6.362667732283338,5000,1,F
436,3.3070675996052894,5000,1,F
437,4.530198332934486,5000,1,F
438,3.4402463220334583,5000,1,F
439,3.8261281033991428,5000,1,F
440,3.071043765251981,5000,1,F
441,4.186848015169255,5000,1,F
442,3.773192994326145,5000,1,F
