,MeanWaitingTime,CustomerCount,Servers,Rho,Method
392,0.0006262166267056272,500,2,0.02,prior
393,0.0,500,2,0.02,prior
394,0.0,500,2,0.02,prior
395,0.0,500,2,0.02,prior
396,0.0003157762319729045,500,2,0.02,prior
397,0.0,500,2,0.02,prior
398,0.0,500,2,0.02,prior
399,0.0,500,2,0.02,prior
400,0.0,500,4,0.02,prior
401,0.0,500,4,0.02,prior
402,0.0,500,4,0.02,prior
403,0.0,500,4,0.02,prior
404,0.0,500,4,0.02,prior
405,0.0,500,4,0.02,prior
406,0.0,500,4,0.02,prior
407,0.0,500,4,0.02,prior
408,0.0,500,4,0.02,prior
409,0.0,500,4,0.02,prior
410,0.0,500,4,0.02,prior
411,0.0,500,4,0.02,prior
412,0.0,500,4,0.02,prior
413,0.0,500,4,0.02,prior
414,0.0,500,4,0.02,prior
415,0.0,500,4,0.02,prior
416,0.0,500,4,0.02,prior
417,0.0,500,4,0.02,prior
418,0.0,500,4,0.02,prior
419,0.0,500,4,0.02,prior
420,0.0,500,4,0.02,prior
421,0.0,500,4,0.02,prior
422,0.0,500,4,0.02,prior
423,0.0,500,4,0.02,prior
424,0.0,500,4,0.02,prior
425,0.0,500,4,0.02,prior
426,0.0,500,4,0.02,prior
427,0.0,500,4,0.02,prior
428,0.0,500,4,0.02,prior
429,0.0,500,4,0.02,prior
430,0.0,500,4,0.02,prior
431,0.0,500,4,0.02,prior
432,0.0,500,4,0.02,prior
433,0.0,500,4,0.02,prior
434,0.0,500,4,0.02,prior
435,0.0,500,4,0.02,prior
436,0.0,500,4,0.02,prior
437,0.0,500,4,0.02,prior
438,0.0,500,4,0.02,prior
439,0.0,500,4,0.02,prior
440,0.0,500,4,0.02,prior
441,0.0,500,4,0.02,prior
442,0.0,500,4,0.02,prior
443,0.0,500,4,0.02,prior
444,0.0,500,4,0.02,prior
445,0.0,500,4,0.02,prior
446,0.0,500,4,0.02,prior
447,0.0,500,4,0.02,prior
448,0.0,500,4,0.02,prior
449,0.0,500,4,0.02,prior
450,0.00883430358252167,500,1,0.02,FIFO
451,0.007364184165265215,500,1,0.02,FIFO
452,0.003516910782551349,500,1,0.02,FIFO
453,0.012118503731212968,500,1,0.02,FIFO
454,0.011148725506365281,500,1,0.02,FIFO
455,0.009743625502927898,500,1,0.02,FIFO
456,0.0058644367846764,500,1,0.02,FIFO
457,0.003613111981539987,500,1,0.02,FIFO
458,0.007049136136014851,500,1,0.02,FIFO
459,0.010756641599167779,500,1,0.02,FIFO
460,0.013033462678167495,500,1,0.02,FIFO
461,0.007470998467975732,500,1,0.02,FIFO
462,0.00834961203929214,500,1,0.02,FIFO
463,0.009004073354050433,500,1,0.02,FIFO
464,0.007359786505474176,500,1,0.02,FIFO
465,0.01003075129368267,500,1,0.02,FIFO
466,0.009263114000971654,500,1,0.02,FIFO
467,0.01285043483416257,500,1,0.02,FIFO
468,0.003259998683296999,500,1,0.02,FIFO
469,0.0060900418132882805,500,1,0.02,FIFO
470,0.0019281838764250096,500,1,0.02,FIFO
471,0.005771136901785212,500,1,0.02,FIFO
472,0.009565419133744172,500,1,0.02,FIFO
473,0.008304604886999868,500,1,0.02,FIFO
474,0.0047776017782018695,500,1,0.02,FIFO
475,0.00773696896995898,500,1,0.02,FIFO
476,0.009947424914732664,500,1,0.02,FIFO
477,0.007776291622688518,500,1,0.02,FIFO
478,0.0111485817428711,500,1,0.02,FIFO
479,0.0028199285981645515,500,1,0.02,FIFO
480,0.009474554133526979,500,1,0.02,FIFO
481,0.004481355565356352,500,1,0.02,FIFO
482,0.008878905383971456,500,1,0.02,FIFO
483,0.007310623906239016,500,1,0.02,FIFO
484,0.009276802660195472,500,1,0.02,FIFO
485,0.005835406668933956,500,1,0.02,FIFO
486,0.008438979292348448,500,1,0.02,FIFO
487,0.007607407973946465,500,1,0.02,FIFO
488,0.002814872611997032,500,1,0.02,FIFO
489,0.00910674249091869,500,1,0.02,FIFO
490,0.006562357545193663,500,1,0.02,FIFO
491,0.010083738590217764,500,1,0.02,FIFO
492,0.013256308139941098,500,1,0.02,FIFO
493,0.008924037886908365,500,1,0.02,FIFO
494,0.010466011388006563,500,1,0.02,FIFO
495,0.014616394415538253,500,1,0.02,FIFO
496,0.009307131731227401,500,1,0.02,FIFO
497,0.007330901586942446,500,1,0.02,FIFO
498,0.00587837841936971,500,1,0.02,FIFO
499,0.00929782814728469,500,1,0.02,FIFO
500,0.0002736891791537346,500,2,0.02,FIFO
501,0.0004482755339936375,500,2,0.02,FIFO
502,0.0,500,2,0.02,FIFO
503,0.0,500,2,0.02,FIFO
504,0.0,500,2,0.02,FIFO
505,3.457005424240833e-05,500,2,0.02,FIFO
506,2.2158393444442482e-05,500,2,0.02,FIFO
507,0.0005705457552230655,500,2,0.02,FIFO
508,0.0,500,2,0.02,FIFO
509,0.0005506709530081935,500,2,0.02,FIFO
510,0.0,500,2,0.02,FIFO
511,0.0002471997838747484,500,2,0.02,FIFO
512,3.985441830445779e-05,500,2,0.02,FIFO
513,0.0,500,2,0.02,FIFO
514,0.0,500,2,0.02,FIFO
515,0.0,500,2,0.02,FIFO
516,0.0,500,2,0.02,FIFO
517,0.0018663274367520443,500,2,0.02,FIFO
518,0.00017367080417625403,500,2,0.02,FIFO
519,8.949494300816241e-05,500,2,0.02,FIFO
520,0.0,500,2,0.02,FIFO
521,0.00028732970021337677,500,2,0.02,FIFO
522,0.0,500,2,0.02,FIFO
523,0.0,500,2,0.02,FIFO
524,0.0,500,2,0.02,FIFO
525,0.0,500,2,0.02,FIFO
526,0.0,500,2,0.02,FIFO
527,6.602391923451023e-05,500,2,0.02,FIFO
528,0.0,500,2,0.02,FIFO
529,0.0,500,2,0.02,FIFO
530,0.0,500,2,0.02,FIFO
531,0.0,500,2,0.02,FIFO
532,4.9076435798269815e-05,500,2,0.02,FIFO
533,0.0,500,2,0.02,FIFO
534,0.00021620490735631392,500,2,0.02,FIFO
535,0.0,500,2,0.02,FIFO
536,0.0,500,2,0.02,FIFO
537,0.0,500,2,0.02,FIFO
538,0.00022756287690185674,500,2,0.02,FIFO
539,0.0,500,2,0.02,FIFO
540,0.0,500,2,0.02,FIFO
541,0.0,500,2,0.02,FIFO
542,0.0,500,2,0.02,FIFO
543,0.0,500,2,0.02,FIFO
544,0.00017462484007251078,500,2,0.02,FIFO
545,0.0,500,2,0.02,FIFO
546,0.001042300376230628,500,2,0.02,FIFO
547,0.0,500,2,0.02,FIFO
548,0.0,500,2,0.02,FIFO
549,0.0008841324263048591,500,2,0.02,FIFO
550,0.0,500,4,0.02,FIFO
551,0.0,500,4,0.02,FIFO
552,0.0,500,4,0.02,FIFO
553,0.0,500,4,0.02,FIFO
554,0.0,500,4,0.02,FIFO
555,0.0,500,4,0.02,FIFO
556,0.0,500,4,0.02,FIFO
557,0.0,500,4,0.02,FIFO
558,0.0,500,4,0.02,FIFO
559,0.0,500,4,0.02,FIFO
560,0.0,500,4,0.02,FIFO
561,0.0,500,4,0.02,FIFO
562,0.0,500,4,0.02,FIFO
563,0.0,500,4,0.02,FIFO
564,0.0,500,4,0.02,FIFO
565,0.0,500,4,0.02,FIFO
566,0.0,500,4,0.02,FIFO
567,0.0,500,4,0.02,FIFO
568,0.0,500,4,0.02,FIFO
569,0.0,500,4,0.02,FIFO
570,0.0,500,4,0.02,FIFO
571,0.0,500,4,0.02,FIFO
572,0.0,500,4,0.02,FIFO
573,0.0,500,4,0.02,FIFO
574,0.0,500,4,0.02,FIFO
575,0.0,500,4,0.02,FIFO
576,0.0,500,4,0.02,FIFO
577,0.0,500,4,0.02,FIFO
578,0.0,500,4,0.02,FIFO
579,0.0,500,4,0.02,FIFO
580,0.0,500,4,0.02,FIFO
581,0.0,500,4,0.02,FIFO
582,0.0,500,4,0.02,FIFO
583,0.0,500,4,0.02,FIFO
584,0.0,500,4,0.02,FIFO
585,0.0,500,4,0.02,FIFO
586,0.0,500,4,0.02,FIFO
587,0.0,500,4,0.02,FIFO
588,0.0,500,4,0.02,FIFO
589,0.0,500,4,0.02,FIFO
590,0.0,500,4,0.02,FIFO
591,0.0,500,4,0.02,FIFO
592,0.0,500,4,0.02,FIFO
593,0.0,500,4,0.02,FIFO
594,0.0,500,4,0.02,FIFO
595,0.0,500,4,0.02,FIFO
596,0.0,500,4,0.02,FIFO
597,0.0,500,4,0.02,FIFO
598,0.0,500,4,0.02,FIFO
599,0.0,500,4,0.02,FIFO
600,0.00567924347357598,500,1,0.03,prior
