,MeanWaitingTime,CustomerCount,Servers,Rho
0,0.0015017737306393427,500.0,1.0,0.01
1,0.002455310879078752,500.0,1.0,0.01
2,0.003218425890167509,500.0,1.0,0.01
3,0.0001762849787992309,500.0,1.0,0.01
4,0.0020686508959413177,500.0,1.0,0.01
5,0.004892276030600442,500.0,1.0,0.01
6,0.003465213815187667,500.0,1.0,0.01
7,0.00546619104593492,500.0,1.0,0.01
8,0.001932209459673004,500.0,1.0,0.01
9,0.0011041147037094562,500.0,1.0,0.01
10,0.0007227179846067884,500.0,1.0,0.01
11,0.0006186411363742081,500.0,1.0,0.01
12,0.0035870597595439903,500.0,1.0,0.01
13,0.006397590282571968,500.0,1.0,0.01
14,0.006748856520191112,500.0,1.0,0.01
15,0.0035966835471772356,500.0,1.0,0.01
16,0.002899103281111593,500.0,1.0,0.01
17,0.007173191977090028,500.0,1.0,0.01
18,0.008554884566689907,500.0,1.0,0.01
19,0.00715590395811131,500.0,1.0,0.01
20,0.003771897977711319,500.0,1.0,0.01
21,0.003118274461339752,500.0,1.0,0.01
22,0.00043318257110513513,500.0,1.0,0.01
23,0.004477516066833687,500.0,1.0,0.01
24,0.004162732949837846,500.0,1.0,0.01
25,0.006824936082299246,500.0,1.0,0.01
26,0.0064265005395545815,500.0,1.0,0.01
27,0.0060921102361953675,500.0,1.0,0.01
28,0.005698152557135188,500.0,1.0,0.01
29,0.004141600979482746,500.0,1.0,0.01
30,0.003958928988955449,500.0,1.0,0.01
31,0.006883559848543882,500.0,1.0,0.01
32,0.00295400535573026,500.0,1.0,0.01
33,0.0009669536939254613,500.0,1.0,0.01
34,0.006229008668351071,500.0,1.0,0.01
35,0.0011854159209833597,500.0,1.0,0.01
36,0.00037349742111928206,500.0,1.0,0.01
37,0.0032173303496572316,500.0,1.0,0.01
38,0.0037933511899955192,500.0,1.0,0.01
39,0.005133193588515496,500.0,1.0,0.01
40,0.004289167195527398,500.0,1.0,0.01
41,0.0037155385534315428,500.0,1.0,0.01
42,0.001672656385369919,500.0,1.0,0.01
43,0.0031258130971727953,500.0,1.0,0.01
44,0.001600920932538429,500.0,1.0,0.01
45,0.0010031836980324443,500.0,1.0,0.01
46,0.0048902048946038125,500.0,1.0,0.01
47,0.003363409266478811,500.0,1.0,0.01
48,0.0016199550795518007,500.0,1.0,0.01
49,0.005331855410016488,500.0,1.0,0.01
50,0.0,500.0,2.0,0.01
51,0.0,500.0,2.0,0.01
52,0.0,500.0,2.0,0.01
53,0.0,500.0,2.0,0.01
54,0.0,500.0,2.0,0.01
55,0.0,500.0,2.0,0.01
56,0.0,500.0,2.0,0.01
57,0.0012851708897960634,500.0,2.0,0.01
58,0.0002626100151464925,500.0,2.0,0.01
59,0.0,500.0,2.0,0.01
60,0.0,500.0,2.0,0.01
61,0.0,500.0,2.0,0.01
62,0.0003763222378838691,500.0,2.0,0.01
63,0.0,500.0,2.0,0.01
64,0.0,500.0,2.0,0.01
65,0.0,500.0,2.0,0.01
66,0.0,500.0,2.0,0.01
67,0.00028213668211537877,500.0,2.0,0.01
68,0.0,500.0,2.0,0.01
69,0.0,500.0,2.0,0.01
70,0.0,500.0,2.0,0.01
71,0.00018187318959280674,500.0,2.0,0.01
72,0.0,500.0,2.0,0.01
73,0.0,500.0,2.0,0.01
74,0.0,500.0,2.0,0.01
75,8.13578146699001e-05,500.0,2.0,0.01
76,0.0,500.0,2.0,0.01
77,0.0,500.0,2.0,0.01
78,0.000648643859063668,500.0,2.0,0.01
79,0.0,500.0,2.0,0.01
80,0.0,500.0,2.0,0.01
81,0.0,500.0,2.0,0.01
82,0.0,500.0,2.0,0.01
83,0.0,500.0,2.0,0.01
84,0.0,500.0,2.0,0.01
85,0.0,500.0,2.0,0.01
86,0.0,500.0,2.0,0.01
87,0.0,500.0,2.0,0.01
88,0.0,500.0,2.0,0.01
89,0.0,500.0,2.0,0.01
90,0.0005422644780510382,500.0,2.0,0.01
91,8.062676898589416e-05,500.0,2.0,0.01
92,0.0,500.0,2.0,0.01
93,0.0,500.0,2.0,0.01
94,0.0,500.0,2.0,0.01
95,0.0,500.0,2.0,0.01
96,0.0,500.0,2.0,0.01
97,0.0,500.0,2.0,0.01
98,0.0,500.0,2.0,0.01
99,0.0,500.0,2.0,0.01
100,0.0,500.0,4.0,0.01
101,0.0,500.0,4.0,0.01
102,0.0,500.0,4.0,0.01
103,0.0,500.0,4.0,0.01
104,0.0,500.0,4.0,0.01
105,0.0,500.0,4.0,0.01
106,0.0,500.0,4.0,0.01
107,0.0,500.0,4.0,0.01
108,0.0,500.0,4.0,0.01
109,0.0,500.0,4.0,0.01
110,0.0,500.0,4.0,0.01
111,0.0,500.0,4.0,0.01
112,0.0,500.0,4.0,0.01
113,0.0,500.0,4.0,0.01
114,0.0,500.0,4.0,0.01
115,0.0,500.0,4.0,0.01
116,0.0,500.0,4.0,0.01
117,0.0,500.0,4.0,0.01
118,0.0,500.0,4.0,0.01
119,0.0,500.0,4.0,0.01
120,0.0,500.0,4.0,0.01
121,0.0,500.0,4.0,0.01
122,0.0,500.0,4.0,0.01
123,0.0,500.0,4.0,0.01
124,0.0,500.0,4.0,0.01
125,0.0,500.0,4.0,0.01
126,0.0,500.0,4.0,0.01
127,0.0,500.0,4.0,0.01
128,0.0,500.0,4.0,0.01
129,0.0,500.0,4.0,0.01
130,0.0,500.0,4.0,0.01
131,0.0,500.0,4.0,0.01
132,0.0,500.0,4.0,0.01
133,0.0,500.0,4.0,0.01
134,0.0,500.0,4.0,0.01
135,0.0,500.0,4.0,0.01
136,0.0,500.0,4.0,0.01
137,0.0,500.0,4.0,0.01
138,0.0,500.0,4.0,0.01
139,0.0,500.0,4.0,0.01
140,0.0,500.0,4.0,0.01
141,0.0,500.0,4.0,0.01
142,0.0,500.0,4.0,0.01
143,0.0,500.0,4.0,0.01
144,0.0,500.0,4.0,0.01
145,0.0,500.0,4.0,0.01
146,0.0,500.0,4.0,0.01
147,0.0,500.0,4.0,0.01
148,0.0,500.0,4.0,0.01
149,0.0,500.0,4.0,0.01
150,0.0032825431857736475,500.0,1.0,0.02
151,0.02153216299598148,500.0,1.0,0.02
152,0.0050483191181182295,500.0,1.0,0.02
153,0.0032624133182780498,500.0,1.0,0.02
154,0.0017210558514743751,500.0,1.0,0.02
155,0.006279901578400313,500.0,1.0,0.02
156,0.007927230883611401,500.0,1.0,0.02
157,0.00954320280380125,500.0,1.0,0.02
