,MeanWaitingTime,CustomerCount,Servers,b_distribution
0,5141.02149323372,5000,1,True
1,5106.774320869651,5000,1,True
2,5129.705154929947,5000,1,True
3,5131.104503338413,5000,1,True
4,5123.238917377087,5000,1,True
5,5125.7436706009985,5000,1,True
6,5124.656715642111,5000,1,True
7,5154.594691658036,5000,1,True
8,5107.22226543268,5000,1,True
9,5169.220485363146,5000,1,True
10,5136.265393952289,5000,1,True
11,5122.321887937452,5000,1,True
12,5134.361802956468,5000,1,True
13,5115.057743652569,5000,1,True
14,5138.260595121982,5000,1,True
15,5151.0482030442745,5000,1,True
16,5119.772391224271,5000,1,True
17,5133.495630968567,5000,1,True
18,5142.563356305669,5000,1,True
19,5104.024887348375,5000,1,True
20,5148.775953564926,5000,1,True
21,5114.534694559532,5000,1,True
22,5153.616744117634,5000,1,True
23,5149.326150785874,5000,1,True
24,5156.59482392108,5000,1,True
25,5117.227838962084,5000,1,True
26,5149.646541801232,5000,1,True
27,5152.9968641710075,5000,1,True
28,5128.499192093897,5000,1,True
29,5159.84877888584,5000,1,True
30,5151.5315251686025,5000,1,True
31,5124.166734106836,5000,1,True
32,5129.141377262489,5000,1,True
33,5135.939649904575,5000,1,True
34,5149.284766041202,5000,1,True
35,5165.059964787142,5000,1,True
36,5134.134065135397,5000,1,True
37,5117.670438119817,5000,1,True
38,5154.327150364871,5000,1,True
39,5147.800019515623,5000,1,True
40,5138.481927275333,5000,1,True
41,5119.366007417191,5000,1,True
42,5157.044802041729,5000,1,True
43,5124.946128484705,5000,1,True
44,5180.370317332393,5000,1,True
45,5107.235747607333,5000,1,True
46,5111.826501743926,5000,1,True
47,5149.9302774795515,5000,1,True
48,5136.497103583058,5000,1,True
49,5160.893348403978,5000,1,True
50,5124.133995231849,5000,1,True
51,5162.265891519401,5000,1,True
52,5138.945227763229,5000,1,True
53,5126.8326126396605,5000,1,True
54,5092.592653501666,5000,1,True
55,5128.274835062627,5000,1,True
56,5129.354813039817,5000,1,True
57,5137.124005747749,5000,1,True
58,5140.007867764185,5000,1,True
59,5099.96104445398,5000,1,True
60,5120.992615924899,5000,1,True
61,5133.547926907771,5000,1,True
